bit_length,semiprime,lattice_dimension,precision_parameter,smoothness_bound,sr_pairs,ground_truth_sr_pairs
30,877663727,10,4,100,10,11
30,543693391,10,4,100,1,1
30,658531373,10,4,100,10,11
30,793394783,10,4,100,8,11
30,703711181,10,4,100,11,14
30,586334711,10,4,100,4,7
30,630132883,10,4,100,0,0
30,759916403,10,4,100,2,2
30,591875597,10,4,100,9,12
30,858786991,10,4,100,5,5
30,543422783,10,4,100,4,4
30,544428739,10,4,100,4,4
30,824888503,10,4,100,0,0
30,925210829,10,4,100,3,3
30,617163403,10,4,100,27,27
30,780959203,10,4,100,5,5
30,584609387,10,4,100,6,6
30,598045451,10,4,100,3,3
30,683786513,10,4,100,3,3
30,801680837,10,4,100,8,9
30,616733867,10,4,100,4,5
30,638798581,10,4,100,7,7
30,835838719,10,4,100,4,5
30,559552657,10,4,100,6,6
30,650211439,10,4,100,5,6
30,874006687,10,4,100,2,2
30,803059811,10,4,100,7,9
30,882736919,10,4,100,7,8
30,628112321,10,4,100,12,14
30,565529399,10,4,100,12,13
30,730979357,10,4,100,13,14
30,595329043,10,4,100,7,8
30,563073451,10,4,100,5,5
30,692592853,10,4,100,7,7
30,696403363,10,4,100,18,21
30,956704327,10,4,100,7,7
30,931121591,10,4,100,0,0
30,659724173,10,4,100,1,1
30,936846529,10,4,100,0,0
30,628129633,10,4,100,4,5
30,706826789,10,4,100,5,5
30,715403839,10,4,100,6,7
30,625988081,10,4,100,6,7
30,554699261,10,4,100,11,11
30,830743999,10,4,100,3,3
30,798462937,10,4,100,2,2
30,580262801,10,4,100,6,8
30,740521871,10,4,100,1,2
30,605925503,10,4,100,7,7
30,712363753,10,4,100,2,3
30,561050603,10,4,100,0,1
30,929767459,10,4,100,1,1
30,665412347,10,4,100,2,2
30,963467291,10,4,100,6,9
30,891357503,10,4,100,6,10
30,680503793,10,4,100,5,6
30,728014159,10,4,100,4,5
30,695103371,10,4,100,2,2
30,623634421,10,4,100,4,5
30,915779369,10,4,100,7,8
30,661900319,10,4,100,1,1
30,712410341,10,4,100,1,1
30,713549939,10,4,100,4,5
30,922457191,10,4,100,3,3
30,547315177,10,4,100,4,4
30,718363903,10,4,100,8,9
30,547160281,10,4,100,8,10
30,541389137,10,4,100,2,3
30,700478953,10,4,100,1,1
30,567562511,10,4,100,2,2
30,621839507,10,4,100,7,8
30,887350019,10,4,100,4,8
30,699003937,10,4,100,2,2
30,644321207,10,4,100,2,2
30,908144359,10,4,100,0,0
30,692538871,10,4,100,3,5
30,933242839,10,4,100,0,1
30,883600769,10,4,100,2,2
30,699044551,10,4,100,2,2
30,670992481,10,4,100,9,10
30,680672887,10,4,100,3,3
30,544178777,10,4,100,11,12
30,563643637,10,4,100,0,2
30,628661393,10,4,100,1,1
30,643302659,10,4,100,4,4
30,567835043,10,4,100,4,10
30,880777151,10,4,100,5,6
30,564804901,10,4,100,5,6
30,904730527,10,4,100,5,5
30,969914921,10,4,100,7,11
30,675023263,10,4,100,7,9
30,607428247,10,4,100,5,7
30,936871421,10,4,100,4,4
30,826829951,10,4,100,3,4
30,656355683,10,4,100,1,1
30,555977311,10,4,100,3,5
30,677550889,10,4,100,0,0
30,897260587,10,4,100,4,4
30,691511809,10,4,100,11,13
30,694580239,10,4,100,5,5
30,653532617,10,4,100,1,1
30,549559007,10,4,100,1,1
30,781584577,10,4,100,4,5
30,829227031,10,4,100,0,0
30,731843171,10,4,100,9,10
30,801664133,10,4,100,7,10
30,746251463,10,4,100,1,2
30,580467409,10,4,100,5,5
30,624030689,10,4,100,14,17
30,740536289,10,4,100,7,7
30,748557409,10,4,100,2,2
40,6.06059E+11,14,4,196,2,2
40,7.9014E+11,14,4,196,1,4
40,8.76583E+11,14,4,196,4,4
40,8.64079E+11,14,4,196,2,3
40,7.17683E+11,14,4,196,6,7
40,9.08805E+11,14,4,196,1,1
40,7.30839E+11,14,4,196,9,13
40,7.00921E+11,14,4,196,7,14
40,6.63961E+11,14,4,196,4,4
40,5.9176E+11,14,4,196,7,11
40,8.49979E+11,14,4,196,3,3
40,7.61657E+11,14,4,196,3,6
40,7.86095E+11,14,4,196,14,16
40,7.95754E+11,14,4,196,10,13
40,5.82061E+11,14,4,196,9,14
40,6.55287E+11,14,4,196,4,4
40,6.63125E+11,14,4,196,8,12
40,5.58915E+11,14,4,196,1,2
40,8.95327E+11,14,4,196,3,4
40,5.93078E+11,14,4,196,9,14
40,5.60871E+11,14,4,196,10,16
40,5.72865E+11,14,4,196,1,1
40,7.23854E+11,14,4,196,3,3
40,6.16789E+11,14,4,196,6,10
40,9.34317E+11,14,4,196,2,2
40,5.52964E+11,14,4,196,4,11
40,9.47585E+11,14,4,196,9,23
40,7.14454E+11,14,4,196,10,16
40,6.3652E+11,14,4,196,9,12
40,9.1957E+11,14,4,196,7,13
40,7.94036E+11,14,4,196,2,2
40,8.14219E+11,14,4,196,6,7
40,7.42341E+11,14,4,196,2,3
40,5.74844E+11,14,4,196,2,4
40,7.26961E+11,14,4,196,5,8
40,5.72081E+11,14,4,196,3,4
40,5.77413E+11,14,4,196,8,10
40,9.22001E+11,14,4,196,0,0
40,5.55308E+11,14,4,196,8,11
40,5.96783E+11,14,4,196,6,7
40,9.18532E+11,14,4,196,7,9
40,7.3229E+11,14,4,196,7,12
40,7.46145E+11,14,4,196,12,17
40,8.67959E+11,14,4,196,8,18
40,6.02066E+11,14,4,196,4,4
40,6.08656E+11,14,4,196,11,22
40,8.92922E+11,14,4,196,10,20
40,9.68064E+11,14,4,196,4,5
40,7.21296E+11,14,4,196,7,12
40,8.94428E+11,14,4,196,2,2
40,8.08389E+11,14,4,196,2,2
40,6.95504E+11,14,4,196,3,3
40,5.60961E+11,14,4,196,6,12
40,5.66252E+11,14,4,196,7,16
40,1.01865E+12,14,4,196,13,20
40,8.56422E+11,14,4,196,8,11
40,8.83725E+11,14,4,196,1,2
40,8.56034E+11,14,4,196,9,19
40,5.74028E+11,14,4,196,3,3
40,6.3815E+11,14,4,196,9,14
40,7.59258E+11,14,4,196,12,22
40,6.74814E+11,14,4,196,1,2
40,5.51759E+11,14,4,196,8,11
40,5.83184E+11,14,4,196,1,1
40,1.04053E+12,14,4,196,15,19
40,6.03532E+11,14,4,196,0,3
40,7.69848E+11,14,4,196,4,4
40,8.84228E+11,14,4,196,2,3
40,6.80452E+11,14,4,196,9,18
40,1.09087E+12,14,4,196,2,3
40,9.73986E+11,14,4,196,5,5
40,9.26076E+11,14,4,196,7,7
40,5.57674E+11,14,4,196,4,14
40,7.31643E+11,14,4,196,5,10
40,6.21882E+11,14,4,196,6,9
40,5.7557E+11,14,4,196,0,0
40,6.46086E+11,14,4,196,7,9
40,6.72693E+11,14,4,196,5,7
40,6.18735E+11,14,4,196,2,2
40,9.01142E+11,14,4,196,2,2
40,7.47066E+11,14,4,196,2,2
40,9.12625E+11,14,4,196,2,7
40,5.97888E+11,14,4,196,8,11
40,7.03486E+11,14,4,196,0,0
40,6.53637E+11,14,4,196,2,4
40,6.0849E+11,14,4,196,7,10
40,6.69366E+11,14,4,196,2,3
40,6.42268E+11,14,4,196,3,4
40,8.0838E+11,14,4,196,0,1
40,7.56082E+11,14,4,196,6,9
40,8.75431E+11,14,4,196,17,23
40,6.20559E+11,14,4,196,9,11
40,5.83147E+11,14,4,196,4,6
40,8.06292E+11,14,4,196,3,3
40,8.22069E+11,14,4,196,2,3
40,6.37299E+11,14,4,196,5,6
40,6.16725E+11,14,4,196,6,12
40,6.78583E+11,14,4,196,9,12
40,9.11208E+11,14,4,196,8,10
40,8.44685E+11,14,4,196,1,1
40,8.29383E+11,14,4,196,4,6
40,5.87119E+11,14,4,196,11,14
40,6.98098E+11,14,4,196,0,0
40,6.78833E+11,14,4,196,3,6
40,6.3246E+11,14,4,196,2,2
40,7.64768E+11,14,4,196,6,10
40,5.60186E+11,14,4,196,11,14
40,6.8168E+11,14,4,196,6,9
40,6.96913E+11,14,4,196,7,10
40,6.56334E+11,14,4,196,7,10
40,8.50708E+11,14,4,196,4,9
40,7.99183E+11,14,4,196,5,10
40,6.8818E+11,14,4,196,3,10
40,6.62797E+11,14,4,196,8,14
40,9.30072E+11,14,4,196,1,2
40,7.33668E+11,14,4,196,1,1
40,5.5883E+11,14,4,196,3,4
40,6.43609E+11,14,4,196,13,28
40,5.9604E+11,14,4,196,1,1
40,8.3099E+11,14,4,196,5,6
40,8.11189E+11,14,4,196,3,3
40,5.99249E+11,14,4,196,2,2
40,8.85312E+11,14,4,196,3,5
40,6.00764E+11,14,4,196,3,4
40,7.91084E+11,14,4,196,7,10
40,5.70579E+11,14,4,196,9,9
40,7.88439E+11,14,4,196,6,9
40,6.63084E+11,14,4,196,6,9
40,6.90884E+11,14,4,196,7,9
40,7.34421E+11,14,4,196,12,14
40,8.85455E+11,14,4,196,0,0
40,5.9278E+11,14,4,196,2,2
40,6.98877E+11,14,4,196,17,25
40,6.21065E+11,14,4,196,1,1
40,8.85118E+11,14,4,196,5,5
40,6.29058E+11,14,4,196,1,5
40,9.29719E+11,14,4,196,4,4
40,7.39604E+11,14,4,196,9,10
40,6.0001E+11,14,4,196,2,3
40,8.36373E+11,14,4,196,2,4
40,5.8077E+11,14,4,196,12,28
40,7.87126E+11,14,4,196,0,1
40,8.24129E+11,14,4,196,0,0
40,6.90491E+11,14,4,196,5,12
40,6.33534E+11,14,4,196,1,1
40,7.15022E+11,14,4,196,1,2
40,9.10209E+11,14,4,196,15,25
40,6.63741E+11,14,4,196,8,14
40,6.9166E+11,14,4,196,2,2
40,9.62258E+11,14,4,196,7,7
40,1.04198E+12,14,4,196,0,0
40,8.91903E+11,14,4,196,4,4
40,9.06973E+11,14,4,196,0,0
40,7.62045E+11,14,4,196,10,12
40,7.81596E+11,14,4,196,6,10
40,9.33587E+11,14,4,196,3,3
40,6.83497E+11,14,4,196,3,5
40,6.34568E+11,14,4,196,6,12
40,6.09742E+11,14,4,196,7,9
40,6.50343E+11,14,4,196,11,16
40,7.71403E+11,14,4,196,5,6
40,6.01189E+11,14,4,196,3,4
40,8.14952E+11,14,4,196,1,2
40,6.65317E+11,14,4,196,9,9
40,6.93084E+11,14,4,196,2,5
40,6.10648E+11,14,4,196,5,6
40,8.26139E+11,14,4,196,3,8
40,7.71602E+11,14,4,196,1,1
40,8.54065E+11,14,4,196,3,4
40,9.7905E+11,14,4,196,0,1
40,9.48229E+11,14,4,196,4,6
40,7.85946E+11,14,4,196,2,2
40,6.0293E+11,14,4,196,5,9
40,8.56031E+11,14,4,196,5,7
40,6.69407E+11,14,4,196,1,1
40,1.0647E+12,14,4,196,6,6
40,8.44143E+11,14,4,196,5,7
40,8.13602E+11,14,4,196,3,6
40,6.19624E+11,14,4,196,3,4
40,7.26714E+11,14,4,196,5,7
40,6.19447E+11,14,4,196,3,3
40,6.49502E+11,14,4,196,6,6
40,7.08819E+11,14,4,196,5,9
40,8.36204E+11,14,4,196,8,10
40,7.88926E+11,14,4,196,2,5
40,9.77719E+11,14,4,196,3,3
40,7.22875E+11,14,4,196,9,18
40,8.03584E+11,14,4,196,0,0
40,9.06042E+11,14,4,196,5,8
40,7.66634E+11,14,4,196,0,2
40,6.70532E+11,14,4,196,12,22
40,6.72074E+11,14,4,196,2,2
40,5.88659E+11,14,4,196,4,4
40,7.00962E+11,14,4,196,1,1
40,7.94623E+11,14,4,196,18,28
40,5.71991E+11,14,4,196,5,9
40,7.9444E+11,14,4,196,6,9
40,5.89445E+11,14,4,196,6,8
40,8.31685E+11,14,4,196,0,1
40,6.05388E+11,14,4,196,2,3
40,6.92505E+11,14,4,196,2,4
40,5.83433E+11,14,4,196,5,6
40,6.77234E+11,14,4,196,6,9
40,8.20354E+11,14,4,196,7,10
40,9.61302E+11,14,4,196,8,11
40,5.69608E+11,14,4,196,2,2
40,7.18075E+11,14,4,196,9,12
40,9.50974E+11,14,4,196,8,14
40,8.24045E+11,14,4,196,8,8
40,7.61016E+11,14,4,196,10,16
40,7.13426E+11,14,4,196,1,2
40,7.55234E+11,14,4,196,4,4
40,6.60191E+11,14,4,196,26,43
40,7.16664E+11,14,4,196,5,6
40,8.19521E+11,14,4,196,2,5
40,7.32204E+11,14,4,196,0,1
40,5.5414E+11,14,4,196,3,4
40,9.29784E+11,14,4,196,6,12
40,7.89907E+11,14,4,196,1,1
40,9.91628E+11,14,4,196,6,6
40,7.08865E+11,14,4,196,3,4
40,8.74151E+11,14,4,196,6,10
40,8.7199E+11,14,4,196,0,0
40,5.94988E+11,14,4,196,1,2
40,6.90186E+11,14,4,196,3,5
40,6.71711E+11,14,4,196,6,9
40,7.06505E+11,14,4,196,2,3
40,7.83393E+11,14,4,196,5,5
40,7.71891E+11,14,4,196,6,6
40,7.40517E+11,14,4,196,2,2
40,5.66801E+11,14,4,196,0,0
40,9.00866E+11,14,4,196,4,5
40,7.89995E+11,14,4,196,10,16
40,7.18434E+11,14,4,196,4,5
40,5.95968E+11,14,4,196,6,14
40,8.91532E+11,14,4,196,2,2
40,6.96367E+11,14,4,196,0,0
40,1.02841E+12,14,4,196,0,0
40,5.89158E+11,14,4,196,3,5
40,5.85068E+11,14,4,196,6,11
40,5.9358E+11,14,4,196,1,1
40,7.73464E+11,14,4,196,6,10
40,5.85457E+11,14,4,196,3,3
40,1.06695E+12,14,4,196,0,0
40,7.20208E+11,14,4,196,9,12
40,9.32104E+11,14,4,196,3,5
40,7.66832E+11,14,4,196,6,7
40,9.24535E+11,14,4,196,6,8
40,6.97597E+11,14,4,196,1,2
40,5.95934E+11,14,4,196,4,6
40,5.77683E+11,14,4,196,4,9
40,6.88913E+11,14,4,196,2,7
40,8.49147E+11,14,4,196,3,3
40,8.64499E+11,14,4,196,4,5
40,5.81223E+11,14,4,196,4,5
40,9.02877E+11,14,4,196,0,0
40,6.43011E+11,14,4,196,3,4
40,6.60396E+11,14,4,196,1,3
40,5.5428E+11,14,4,196,4,4
40,8.02177E+11,14,4,196,2,5
40,1.00316E+12,14,4,196,0,1
40,5.63933E+11,14,4,196,0,0
40,7.55118E+11,14,4,196,11,16
40,6.5866E+11,14,4,196,3,4
40,6.90176E+11,14,4,196,3,5
40,6.93418E+11,14,4,196,7,9
40,9.53373E+11,14,4,196,0,0
40,8.63271E+11,14,4,196,3,6
40,8.68258E+11,14,4,196,1,1
40,7.69672E+11,14,4,196,3,5
40,7.8058E+11,14,4,196,0,0
40,7.50428E+11,14,4,196,8,17
40,5.71138E+11,14,4,196,3,6
40,5.9583E+11,14,4,196,9,12
40,8.71686E+11,14,4,196,2,4
40,6.57466E+11,14,4,196,6,9
40,6.69672E+11,14,4,196,3,5
40,6.07046E+11,14,4,196,0,0
40,8.44768E+11,14,4,196,6,9
40,6.77837E+11,14,4,196,2,3
40,5.59794E+11,14,4,196,5,6
40,5.52168E+11,14,4,196,0,0
40,6.05912E+11,14,4,196,0,0
40,7.74631E+11,14,4,196,3,7
40,6.95507E+11,14,4,196,1,1
40,7.10995E+11,14,4,196,1,2
40,5.59545E+11,14,4,196,6,7
40,8.07803E+11,14,4,196,0,0
40,6.72737E+11,14,4,196,6,6
40,1.01066E+12,14,4,196,1,5
40,1.00948E+12,14,4,196,8,19
40,7.36592E+11,14,4,196,5,8
40,5.90814E+11,14,4,196,8,11
40,6.97087E+11,14,4,196,15,22
40,9.84509E+11,14,4,196,3,4
40,6.97941E+11,14,4,196,5,11
40,6.71874E+11,14,4,196,3,3
40,5.65238E+11,14,4,196,9,10
40,8.16932E+11,14,4,196,10,17
40,8.58516E+11,14,4,196,8,12
40,6.51288E+11,14,4,196,1,2
40,8.84227E+11,14,4,196,3,4
40,5.83111E+11,14,4,196,5,9
40,5.7257E+11,14,4,196,9,10
40,5.71469E+11,14,4,196,0,1
40,5.93883E+11,14,4,196,7,17
40,5.78981E+11,14,4,196,2,2
40,6.86815E+11,14,4,196,9,10
40,5.65384E+11,14,4,196,1,6
40,8.88211E+11,14,4,196,2,4
40,7.82057E+11,14,4,196,2,6
40,6.58779E+11,14,4,196,2,3
40,6.04883E+11,14,4,196,9,13
40,8.16118E+11,14,4,196,1,1
40,5.6495E+11,14,4,196,7,9
40,5.65285E+11,14,4,196,1,4
40,9.07814E+11,14,4,196,5,6
40,9.80016E+11,14,4,196,4,5
40,9.31955E+11,14,4,196,1,3
40,6.23359E+11,14,4,196,5,9
40,5.5628E+11,14,4,196,1,1
40,5.59264E+11,14,4,196,7,13
40,9.65168E+11,14,4,196,1,2
40,9.59496E+11,14,4,196,0,0
40,6.32998E+11,14,4,196,6,10
40,5.73918E+11,14,4,196,0,0
40,6.28275E+11,14,4,196,4,5
40,8.88332E+11,14,4,196,1,1
40,5.86559E+11,14,4,196,0,0
40,6.61503E+11,14,4,196,3,5
40,6.84038E+11,14,4,196,4,4
40,9.617E+11,14,4,196,0,1
40,7.31048E+11,14,4,196,0,0
40,5.65785E+11,14,4,196,2,2
40,7.22497E+11,14,4,196,0,0
40,7.86487E+11,14,4,196,0,0
40,9.69507E+11,14,4,196,12,15
40,7.1566E+11,14,4,196,1,2
40,5.67775E+11,14,4,196,15,21
40,6.04987E+11,14,4,196,3,3
40,7.19046E+11,14,4,196,1,4
40,7.9676E+11,14,4,196,15,17
40,8.28814E+11,14,4,196,6,11
40,7.90653E+11,14,4,196,2,2
40,6.15309E+11,14,4,196,5,9
40,5.6311E+11,14,4,196,11,12
40,6.08706E+11,14,4,196,1,1
40,6.45362E+11,14,4,196,0,0
40,5.97361E+11,14,4,196,7,8
40,8.32879E+11,14,4,196,24,30
40,6.81878E+11,14,4,196,4,4
40,8.50107E+11,14,4,196,0,0
40,6.18116E+11,14,4,196,11,18
40,6.1085E+11,14,4,196,6,9
40,6.66508E+11,14,4,196,3,11
40,7.67478E+11,14,4,196,2,2
40,9.80992E+11,14,4,196,6,9
40,6.4548E+11,14,4,196,13,18
40,5.74255E+11,14,4,196,4,5
40,6.96428E+11,14,4,196,9,14
40,9.55412E+11,14,4,196,8,10
40,5.61449E+11,14,4,196,7,12
40,8.88987E+11,14,4,196,6,11
40,6.64673E+11,14,4,196,0,1
40,6.10489E+11,14,4,196,5,6
40,9.92701E+11,14,4,196,0,0
40,7.96997E+11,14,4,196,2,4
40,7.61305E+11,14,4,196,3,4
40,6.54559E+11,14,4,196,4,6
40,7.38188E+11,14,4,196,4,5
40,5.49876E+11,14,4,196,5,5
40,6.29964E+11,14,4,196,16,20
40,6.04584E+11,14,4,196,1,1
40,7.79743E+11,14,4,196,1,1
40,7.04455E+11,14,4,196,4,5
40,5.61782E+11,14,4,196,7,7
40,6.3823E+11,14,4,196,4,5
40,7.89731E+11,14,4,196,1,1
40,9.51323E+11,14,4,196,5,7
40,8.88281E+11,14,4,196,7,7
40,5.63484E+11,14,4,196,4,5
40,6.39734E+11,14,4,196,1,1
40,6.15555E+11,14,4,196,2,4
40,8.43604E+11,14,4,196,6,9
40,6.99088E+11,14,4,196,3,4
40,5.69766E+11,14,4,196,2,2
40,7.99387E+11,14,4,196,0,1
40,5.59067E+11,14,4,196,0,0
40,7.51056E+11,14,4,196,8,15
40,6.24288E+11,14,4,196,1,1
40,8.34053E+11,14,4,196,18,30
40,7.75322E+11,14,4,196,5,16
40,6.89823E+11,14,4,196,14,22
40,6.7073E+11,14,4,196,5,6
40,8.42251E+11,14,4,196,9,10
40,5.98379E+11,14,4,196,0,0
40,7.08833E+11,14,4,196,8,10
40,5.52373E+11,14,4,196,2,4
40,6.11701E+11,14,4,196,10,12
40,6.01486E+11,14,4,196,9,14
40,6.00403E+11,14,4,196,2,9
40,1.04314E+12,14,4,196,2,2
40,6.12475E+11,14,4,196,0,0
40,8.51047E+11,14,4,196,7,8
40,7.5786E+11,14,4,196,11,26
40,5.62683E+11,14,4,196,5,5
40,8.755E+11,14,4,196,2,3
40,6.91922E+11,14,4,196,6,8
40,5.88647E+11,14,4,196,0,0
40,6.77823E+11,14,4,196,19,24
40,9.32026E+11,14,4,196,0,0
40,6.76121E+11,14,4,196,5,7
40,1.07719E+12,14,4,196,8,8
40,7.21504E+11,14,4,196,2,2
40,7.11176E+11,14,4,196,3,4
40,6.57535E+11,14,4,196,3,3
40,9.28984E+11,14,4,196,8,8
40,1.00718E+12,14,4,196,9,13
40,5.61292E+11,14,4,196,7,14
40,6.09022E+11,14,4,196,4,4
40,6.28308E+11,14,4,196,5,5
40,5.77012E+11,14,4,196,4,4
40,7.89678E+11,14,4,196,5,7
40,7.82439E+11,14,4,196,6,8
40,6.43095E+11,14,4,196,1,2
40,6.88834E+11,14,4,196,5,6
40,6.16855E+11,14,4,196,0,0
40,7.69439E+11,14,4,196,26,36
40,5.81323E+11,14,4,196,4,5
40,7.78697E+11,14,4,196,6,11
40,5.61436E+11,14,4,196,4,9
40,8.4574E+11,14,4,196,0,0
40,5.88186E+11,14,4,196,12,18
40,7.21195E+11,14,4,196,1,1
40,5.72374E+11,14,4,196,2,3
40,7.94624E+11,14,4,196,7,11
40,8.83974E+11,14,4,196,1,2
40,6.00913E+11,14,4,196,2,4
40,8.47089E+11,14,4,196,2,3
40,8.40741E+11,14,4,196,1,2
40,6.07516E+11,14,4,196,5,7
40,5.98595E+11,14,4,196,3,5
40,7.82128E+11,14,4,196,3,5
40,8.87453E+11,14,4,196,5,9
40,6.45073E+11,14,4,196,0,1
40,5.51504E+11,14,4,196,4,5
40,7.75656E+11,14,4,196,7,11
40,7.232E+11,14,4,196,5,5
40,7.21789E+11,14,4,196,7,14
40,5.67011E+11,14,4,196,8,10
40,6.75843E+11,14,4,196,5,9
40,7.45156E+11,14,4,196,9,10
40,5.95178E+11,14,4,196,8,15
40,6.74292E+11,14,4,196,8,13
40,5.68647E+11,14,4,196,7,11
40,6.97997E+11,14,4,196,2,2
40,6.36966E+11,14,4,196,3,4
40,6.10523E+11,14,4,196,0,0
40,7.22202E+11,14,4,196,5,11
40,5.51145E+11,14,4,196,4,4
40,7.90008E+11,14,4,196,7,18
40,5.78373E+11,14,4,196,7,8
40,1.02681E+12,14,4,196,2,2
40,6.94595E+11,14,4,196,1,1
40,5.60991E+11,14,4,196,5,6
40,5.61056E+11,14,4,196,0,1
40,5.76996E+11,14,4,196,5,9
40,6.54654E+11,14,4,196,3,9
40,5.54249E+11,14,4,196,0,0
40,9.11488E+11,14,4,196,3,6
40,7.17525E+11,14,4,196,6,13
40,9.50056E+11,14,4,196,11,15
40,8.58797E+11,14,4,196,12,18
40,6.15621E+11,14,4,196,7,9
40,6.31458E+11,14,4,196,6,6
40,5.83324E+11,14,4,196,2,3
40,5.70646E+11,14,4,196,0,0
40,6.68837E+11,14,4,196,3,4
40,7.47615E+11,14,4,196,6,10
40,5.5751E+11,14,4,196,13,20
40,6.04533E+11,14,4,196,4,7
40,7.33192E+11,14,4,196,0,0
40,7.33243E+11,14,4,196,2,3
40,7.16643E+11,14,4,196,0,3
40,6.37481E+11,14,4,196,7,8
40,6.25794E+11,14,4,196,2,2
40,6.10294E+11,14,4,196,4,12
40,7.9008E+11,14,4,196,7,8
40,1.03568E+12,14,4,196,2,2
40,8.24116E+11,14,4,196,1,1
40,6.1767E+11,14,4,196,5,8
40,1.00357E+12,14,4,196,2,5
40,8.70766E+11,14,4,196,4,5
40,6.83657E+11,14,4,196,5,7
40,5.85586E+11,14,4,196,0,0
40,6.02861E+11,14,4,196,1,2
40,7.59794E+11,14,4,196,2,2
40,6.36934E+11,14,4,196,8,13
40,9.29072E+11,14,4,196,6,10
40,6.94362E+11,14,4,196,4,5
70,685242636640530121331,24,4,576,0,
70,732708809805335038189,24,4,576,0,
70,663504808475452743341,24,4,576,0,
70,865228381177418035649,24,4,576,0,
70,817759785830600379799,24,4,576,0,
70,692408123813761013761,24,4,576,0,
70,758883676161624578431,24,4,576,0,
70,682788686277751523347,24,4,576,1,
70,784411132745180936279,24,4,576,0,
70,636176700330426726311,24,4,576,0,
70,803368888514665551917,24,4,576,0,
70,1017070617286268977967,24,4,576,1,
70,669121334262225297287,24,4,576,0,
70,931651009461663842053,24,4,576,1,
70,660026569231276772927,24,4,576,0,
70,889302914632502964317,24,4,576,0,
70,687969480674441099741,24,4,576,0,
70,876112080127590697579,24,4,576,0,
70,624490065839603556937,24,4,576,0,
70,916788703658175983081,24,4,576,1,
70,684876950868722163059,24,4,576,0,
70,887763544126540186087,24,4,576,0,
70,674286522849290570243,24,4,576,0,
70,815070892977963913801,24,4,576,0,
70,799933786501627157651,24,4,576,0,
70,1091155720855250421739,24,4,576,0,
70,748502224956706231831,24,4,576,0,
70,629808647303360723377,24,4,576,3,
70,861107813372379077861,24,4,576,0,
70,703111476015779855579,24,4,576,0,
70,610441589651615171981,24,4,576,0,
70,679914307756957076953,24,4,576,1,
70,919643812743846268817,24,4,576,0,
70,707903704647235632241,24,4,576,0,
70,840077658443522092079,24,4,576,0,
70,841806207782540402239,24,4,576,0,
70,654437003119935168817,24,4,576,0,
70,610188475761070652429,24,4,576,1,
70,717160165753079653279,24,4,576,0,
70,679591171085445707587,24,4,576,0,
70,832126969461569812087,24,4,576,1,
70,660618666280763947699,24,4,576,0,
70,640427980532981732227,24,4,576,1,
70,802618556184238066183,24,4,576,1,
70,738539519815529824219,24,4,576,1,
70,861352108699772135801,24,4,576,0,
70,823901074112539836823,24,4,576,0,
70,679659232639906696217,24,4,576,0,
70,616826067082418618839,24,4,576,0,
70,728789998372194401683,24,4,576,0,
70,667546294117538996737,24,4,576,0,
70,967285349996602690201,24,4,576,0,
70,617615886743066688947,24,4,576,0,
70,762741973089308498311,24,4,576,0,
70,593855132627907179753,24,4,576,0,
70,666562685995101043943,24,4,576,0,
70,955872038974929441049,24,4,576,0,
70,733964148254206441499,24,4,576,0,
70,894083323381801241849,24,4,576,0,
70,675551298613791965581,24,4,576,2,
70,666069894550900698487,24,4,576,0,
70,666604888492401124537,24,4,576,0,
70,869199333043498261033,24,4,576,0,
70,880323567898861826119,24,4,576,0,
70,817158697428948530893,24,4,576,0,
70,630288213498733999519,24,4,576,1,
70,682362381790308450709,24,4,576,0,
70,912466379550897424837,24,4,576,0,
70,662939368214532809039,24,4,576,1,
70,994482249403317362297,24,4,576,1,
70,742161170204807011987,24,4,576,0,
70,962132665232647547701,24,4,576,0,
70,615894695563368849917,24,4,576,0,
70,845963120252011987261,24,4,576,0,
70,1018355231077288054081,24,4,576,0,
70,856366610653972311827,24,4,576,1,
70,743512584201319916707,24,4,576,0,
70,936710989577324066327,24,4,576,0,
70,674138465007976895701,24,4,576,0,
70,822113123941476054983,24,4,576,1,
70,659364136462685730497,24,4,576,0,
70,765592449104535425089,24,4,576,1,
70,668469269338449365453,24,4,576,0,
70,868481092600022354287,24,4,576,0,
70,1132224530334615603071,24,4,576,0,
70,757335515938171195933,24,4,576,0,
70,785978281317344140049,24,4,576,0,
70,833542219751216257519,24,4,576,1,
70,736031654642059815227,24,4,576,0,
70,705388539832208568491,24,4,576,0,
70,679653235325902956523,24,4,576,0,
70,637578379744812566729,24,4,576,0,
70,834455137396365913627,24,4,576,0,
70,729862585659171129637,24,4,576,0,
70,766223917396701193853,24,4,576,0,
70,1035002224579479997151,24,4,576,0,
70,834316098334548244357,24,4,576,0,
70,607298034720227915717,24,4,576,0,
70,936550153031363870009,24,4,576,2,
70,627689629474929412751,24,4,576,0,
70,869990377255560499283,24,4,576,0,
70,757353102777837931007,24,4,576,0,
70,663954090157844390413,24,4,576,0,
70,664933145865247970233,24,4,576,1,
70,746447204786046399269,24,4,576,0,
70,666469074573975069233,24,4,576,0,
70,787467432481774404917,24,4,576,0,
70,729016250046956346217,24,4,576,1,
70,641675219164837608743,24,4,576,2,
70,750244307941753818209,24,4,576,0,
70,636690726611072360641,24,4,576,0,
70,1044158466468215901577,24,4,576,0,
70,820359472682626383347,24,4,576,0,
70,933085372413577865357,24,4,576,0,
